abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,korean_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass Pok?mon,145,1000000,1.4,60,Dainoseダイノ?ズ,Probopass,대코파스,50,476,75,150,40,rock,steel,340,4,0
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper Pok?mon,135,800000,2.2,45,Yonoirヨノワ?ル,Dusknoir,야느와르몽,50,477,65,135,45,ghost,,106.6,4,0
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pok?mon,70,1000000,1.3,70,Yukimenokoユキメノコ,Froslass,눈여아,0,478,80,70,110,ice,ghost,26.6,4,0
['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,Plasma Pok?mon,107,1000000,0.3,50,Rotomロトム,Rotom,로토무,,479,105,107,86,electric,ghost,0.3,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge Pok?mon,130,1250000,0.3,75,Yuxieユクシ?,Uxie,유크시,,480,75,130,95,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion Pok?mon,105,1250000,0.3,80,Emritエムリット,Mesprit,엠라이트,,481,105,105,80,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower Pok?mon,70,1250000,0.3,75,Agnomeアグノム,Azelf,아그놈,,482,125,70,115,psychic,,0.3,4,1
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal Pok?mon,120,1250000,5.4,100,Dialgaディアルガ,Dialga,디아루가,,483,150,100,90,steel,dragon,683,4,1
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial Pok?mon,100,1250000,4.2,90,Palkiaパルキア,Palkia,펄기아,,484,150,120,100,water,dragon,336,4,1
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome Pok?mon,106,1250000,1.7,91,Heatranヒ?ドラン,Heatran,히드런,50,485,130,106,77,fire,steel,430,4,1
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal Pok?mon,110,1250000,3.7,110,Regigigasレジギガス,Regigigas,레지기가스,,486,80,110,100,normal,,420,4,1
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pok?mon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,Giratina,기라티나,,487,120,100,90,ghost,dragon,750,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar Pok?mon,120,1250000,1.5,120,Cresseliaクレセリア,Cresselia,크레세리아,0,488,75,130,85,psychic,,85.6,4,1
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter Pok?mon,80,1250000,0.4,80,Phioneフィオネ,Phione,피오네,,489,80,80,80,water,,3.1,4,0
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring Pok?mon,100,1250000,0.3,100,Manaphyマナフィ,Manaphy,마나피,,490,100,100,100,water,,1.4,4,1
['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black Pok?mon,90,1250000,1.5,70,Darkraiダ?クライ,Darkrai,다크라이,,491,135,90,125,dark,,50.5,4,1
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,Gratitude Pok?mon,75,1059860,0.2,100,Shaymin (sky Forme)シェイミ,Shaymin,쉐이미,,492,120,75,127,grass,grass,2.1,4,1
['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha Pok?mon,120,1250000,3.2,120,Arceusアルセウス,Arceus,아르세우스,,493,120,120,120,normal,,320,4,1
['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,Victory Pok?mon,100,1250000,0.4,100,Victiniビクティニ,Victini,비크티니,,494,100,100,100,psychic,fire,4,5,1
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,Grass Snake Pok?mon,55,1059860,0.6,45,Tsutarjaツタ?ジャ,Snivy,주리비얀,88.1,495,45,55,63,grass,,8.1,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Grass Snake Pok?mon,75,1059860,0.8,60,Janovyジャノビ?,Servine,샤비,88.1,496,60,75,83,grass,,16,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pok?mon,95,1059860,3.3,75,Jalordaジャロ?ダ,Serperior,샤로다,88.1,497,75,95,113,grass,,63,5,0
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fire Pig Pok?mon,45,1059860,0.5,65,Pokabuポカブ,Tepig,뚜꾸리,88.1,498,45,45,45,fire,,9.9,5,0
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pok?mon,55,1059860,1,90,Chaobooチャオブ?,Pignite,챠오꿀,88.1,499,70,55,55,fire,fighting,55.5,5,0
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pok?mon,65,1059860,1.6,110,Enbuohエンブオ?,Emboar,염무왕,88.1,500,100,65,65,fire,fighting,150,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pok?mon,45,1059860,0.5,55,Mijumaruミジュマル,Oshawott,수댕이,88.1,501,63,45,45,water,,5.9,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pok?mon,60,1059860,0.8,75,Futachimaruフタチマル,Dewott,쌍검자비,88.1,502,83,60,60,water,,24.5,5,0
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pok?mon,85,1059860,1.5,95,Daikenkiダイケンキ,Samurott,대검귀,88.1,503,108,70,70,water,,94.6,5,0
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pok?mon,39,1000000,0.5,45,Minezumiミネズミ,Patrat,보르쥐,50,504,35,39,42,normal,,11.6,5,0
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pok?mon,69,1000000,1.1,60,Miruhogミルホッグ,Watchog,보르그,50,505,60,69,77,normal,,27,5,0
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pok?mon,45,1059860,0.4,45,Yorterrieヨ?テリ?,Lillipup,요테리,50,506,25,45,55,normal,,4.1,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pok?mon,65,1059860,0.9,65,Herderrieハ?デリア,Herdier,하데리어,50,507,35,65,60,normal,,14.7,5,0
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pok?mon,90,1059860,1.2,85,Moolandム?ランド,Stoutland,바랜드,50,508,45,90,80,normal,,61,5,0
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pok?mon,37,1000000,0.4,41,Choronekoチョロネコ,Purrloin,쌔비냥,50,509,50,37,66,dark,,10.1,5,0
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pok?mon,50,1000000,1.1,64,Lepardasレパルダス,Liepard,레파르다스,50,510,88,50,106,dark,,37.5,5,0
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey Pok?mon,48,1000000,0.6,50,Yanappuヤナップ,Pansage,야나프,88.1,511,53,48,64,grass,,10.5,5,0
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pok?mon,63,1000000,1.1,75,Yanakkieヤナッキ?,Simisage,야나키,88.1,512,98,63,101,grass,,30.5,5,0
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pok?mon,48,1000000,0.6,50,Baoppuバオップ,Pansear,바오프,88.1,513,53,48,64,fire,,11,5,0
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pok?mon,63,1000000,1,75,Baokkieバオッキ?,Simisear,바오키,88.1,514,98,63,101,fire,,28,5,0
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pok?mon,48,1000000,0.6,50,Hiyappuヒヤップ,Panpour,앗차프,88.1,515,53,48,64,water,,13.5,5,0
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pok?mon,63,1000000,1,75,Hiyakkieヒヤッキ?,Simipour,앗차키,88.1,516,98,63,101,water,,29,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pok?mon,45,800000,0.6,76,Munnaムンナ,Munna,몽나,50,517,67,55,24,psychic,,23.3,5,0
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pok?mon,85,800000,1.1,116,Musharnaムシャ?ナ,Musharna,몽얌나,50,518,107,95,29,psychic,,60.5,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pok?mon,50,1059860,0.3,50,Mamepatoマメパト,Pidove,콩둘기,50,519,36,30,43,normal,flying,2.1,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon Pok?mon,62,1059860,0.6,62,Hatobohハト?ボ?,Tranquill,유토브,50,520,50,42,65,normal,flying,15,5,0
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pok?mon,80,1059860,1.2,80,Kenhallowケンホロウ,Unfezant,켄호로우,50,521,65,55,93,normal,flying,29,5,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified Pok?mon,32,1000000,0.8,45,Shimamaシママ,Blitzle,줄뮤마,50,522,50,32,76,electric,,29.8,5,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pok?mon,63,1000000,1.6,75,Zebraikaゼブライカ,Zebstrika,제브라이카,50,523,80,63,116,electric,,79.5,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle Pok?mon,85,1059860,0.4,55,Dangoroダンゴロ,Roggenrola,단굴,50,524,25,25,15,rock,,18,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore Pok?mon,105,1059860,0.9,70,Gantleガントル,Boldore,암트르,50,525,50,40,20,rock,,102,5,0
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pok?mon,130,1059860,1.7,85,Gigaiathギガイアス,Gigalith,기가이어스,50,526,60,80,25,rock,,260,5,0
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat Pok?mon,43,1000000,0.4,65,Koromoriコロモリ,Woobat,또르박쥐,50,527,55,43,72,psychic,flying,2.1,5,0
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pok?mon,55,1000000,0.9,67,Kokoromoriココロモリ,Swoobat,맘박쥐,50,528,77,55,114,psychic,flying,10.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole Pok?mon,40,1000000,0.3,60,Mogurewモグリュ?,Drilbur,두더류,50,529,30,45,68,ground,,8.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pok?mon,60,1000000,0.7,110,Doryuzuドリュウズ,Excadrill,몰드류,50,530,50,65,88,ground,steel,40.4,5,0
"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pok?mon,126,800000,1.1,103,Tabunneタブンネ,Audino,다부니,50,531,80,126,50,normal,,31,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular Pok?mon,55,1059860,0.6,75,Dokkorerドッコラ?,Timburr,으랏차,75.4,532,25,35,35,fighting,,12.5,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pok?mon,85,1059860,1.2,85,Dotekkotsuドテッコツ,Gurdurr,토쇠골,75.4,533,40,50,40,fighting,,40,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pok?mon,95,1059860,1.4,105,Roubushinロ?ブシン,Conkeldurr,노보청,75.4,534,55,65,45,fighting,,87,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole Pok?mon,40,1059860,0.5,50,Otamaroオタマロ,Tympole,동챙이,50,535,50,40,64,water,,4.5,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pok?mon,55,1059860,0.8,75,Gamagaruガマガル,Palpitoad,두까비,50,536,65,55,69,water,ground,17,5,0
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pok?mon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,Seismitoad,두빅굴,50,537,85,75,74,water,ground,62,5,0
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo Pok?mon,85,1000000,1.3,120,Nagekiナゲキ,Throh,던지미,100,538,30,85,45,fighting,,55.5,5,0
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,Karate Pok?mon,75,1000000,1.4,75,Dagekiダゲキ,Sawk,타격귀,100,539,30,75,85,fighting,,51,5,0
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,Sewing Pok?mon,70,1059860,0.3,45,Kurumiruクルミル,Sewaddle,두르보,50,540,40,60,42,bug,grass,2.5,5,0
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped Pok?mon,90,1059860,0.5,55,Kurumayuクルマユ,Swadloon,두르쿤,50,541,50,80,42,bug,grass,7.3,5,0
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pok?mon,80,1059860,1.2,75,Hahakomoriハハコモリ,Leavanny,모아머,50,542,70,80,92,bug,grass,20.5,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,Centipede Pok?mon,59,1059860,0.4,30,Fushideフシデ,Venipede,마디네,50,543,30,39,57,bug,poison,5.3,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede Pok?mon,99,1059860,1.2,40,Wheegaホイ?ガ,Whirlipede,휠구,50,544,40,79,47,bug,poison,58.5,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede Pok?mon,89,1059860,2.5,60,Pendrorペンドラ?,Scolipede,펜드라,50,545,55,69,112,bug,poison,200.5,5,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,Cotton Puff Pok?mon,60,1000000,0.3,40,Monmenモンメン,Cottonee,소미안,50,546,37,50,66,grass,fairy,0.6,5,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled Pok?mon,85,1000000,0.7,60,Elfuunエルフ?ン,Whimsicott,엘풍,50,547,77,75,116,grass,fairy,6.6,5,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pok?mon,50,1000000,0.5,45,Churineチュリネ,Petilil,치릴리,0,548,70,50,30,grass,,6.6,5,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pok?mon,75,1000000,1.1,70,Dredearドレディア,Lilligant,드레디어,0,549,110,75,90,grass,,16.3,5,0
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile Pok?mon,65,1000000,1,70,Bassraoバスラオ,Basculin,배쓰나이,50,550,80,55,98,water,,18,5,0
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,Desert Croc Pok?mon,35,1059860,0.7,50,Megurocoメグロコ,Sandile,깜눈크,50,551,35,35,65,ground,dark,15.2,5,0
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc Pok?mon,45,1059860,1,60,Waruvileワルビル,Krokorok,악비르,50,552,45,45,74,ground,dark,33.4,5,0
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pok?mon,80,1059860,1.5,95,Waruvialワルビアル,Krookodile,악비아르,50,553,65,70,92,ground,dark,96.3,5,0
"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,Zen Charm Pok?mon,45,1059860,0.6,70,Darumakkaダルマッカ,Darumaka,달막화,50,554,15,45,50,fire,,37.5,5,0
"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing Pok?mon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,Darmanitan,불비달마,50,555,140,105,55,fire,fire,92.9,5,0
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pok?mon,67,1000000,1,75,Maracacchiマラカッチ,Maractus,마라카치,50,556,106,67,60,grass,,28,5,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Rock Inn Pok?mon,85,1000000,0.3,50,Ishizumaiイシズマイ,Dwebble,돌살이,50,557,35,35,55,bug,rock,14.5,5,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home Pok?mon,125,1000000,1.4,70,Iwapalaceイワパレス,Crustle,암팰리스,50,558,65,75,45,bug,rock,200,5,0
"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,Shedding Pok?mon,70,1000000,0.6,50,Zurugguズルッグ,Scraggy,곤율랭,50,559,35,70,48,dark,fighting,11.8,5,0
"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum Pok?mon,115,1000000,1.1,65,Zuruzukinズルズキン,Scrafty,곤율거니,50,560,45,115,58,dark,fighting,30,5,0
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid Pok?mon,80,1000000,1.4,72,Symbolerシンボラ?,Sigilyph,심보러,50,561,103,80,97,psychic,flying,14,5,0
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit Pok?mon,85,1000000,0.5,38,Desumasuデスマス,Yamask,데스마스,50,562,55,65,30,ghost,,1.5,5,0
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin Pok?mon,145,1000000,1.7,58,Desukarnデスカ?ン,Cofagrigus,데스니칸,50,563,95,105,30,ghost,,76.5,5,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,Prototurtle Pok?mon,103,1000000,0.7,54,Protogaプロト?ガ,Tirtouga,프로토가,88.1,564,53,45,22,water,rock,16.5,5,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle Pok?mon,133,1000000,1.2,74,Abagouraアバゴ?ラ,Carracosta,늑골라,88.1,565,83,65,32,water,rock,81,5,0
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird Pok?mon,45,1000000,0.5,55,Archenア?ケン,Archen,아켄,88.1,566,74,45,70,rock,flying,9.5,5,0
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird Pok?mon,65,1000000,1.4,75,Archeosア?ケオス,Archeops,아케오스,88.1,567,112,65,110,rock,flying,32,5,0
"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,Trash Bag Pok?mon,62,1000000,0.6,50,Yabukuronヤブクロン,Trubbish,깨봉이,50,568,40,62,65,poison,,31,5,0
"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pok?mon,82,1000000,1.9,80,Dustdasダストダス,Garbodor,더스트나,50,569,60,82,75,poison,,107.3,5,0
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox Pok?mon,40,1059860,0.7,40,Zoruaゾロア,Zorua,조로아,88.1,570,80,40,65,dark,,12.5,5,0
